ItemCode	Description	PrimarySupplier	PrimarySupplierProductCode	Barcode	ProductGroup	ProductGroupName	RetailPrice	QtyOnHand	QtyOnOrder	CreationDate	Status	LastSellPriceChange	Duplicate pairs
30985003703	DERMA E VITAMIN C INTENSE NIGHT CRM	APIQ	31914	30985003703	SKN	Skincare	51.49	0	0	21/12/2018	A	21/12/2018	
9316899880700	DERMADRATE DRY CREAM 50GM	APIQ	863483	9316899880700	SKN	Skincare	7.99	0	0	10/04/2006	A	23/07/2007	
9316899000023	DERMADRATE DRY SKIN CRM 100G	APIQ	663220	9316899000023	SKN	Skincare	18.99	8	0	6/06/2018	A	6/06/2018	
9329224000933	Dermal Dry Skin Lotion 750ml	APIQ	316253	9329224000933	SKN	Skincare	23.99	2	0	27/10/2016	A	27/10/2016	
9329224000919	DERMAL SENSTIVE SKIN WASH 1LTR	APIQ	316237	9329224000919	SKN	Skincare	23.49	-1	0	26/06/2020	A	8/07/2020	
9329224000902	DERMAL SOAP FREE WASH 250ML	APIQ	316245	9329224000902	SKN	Skincare	14.49	9	0	26/06/2020	A	26/06/2020	
9329224001954	DERMAL THERAPY ANTI AGE HAND BALM 4	APIQ	31702	9329224001954	SKN	Skincare	12.99	2	0	23/08/2019	A	27/08/2019	
9329224001695	DERMAL THERAPY ANTI ITCH SOOTH CRM	APIQ	393010	9329224001695	SKN	Skincare	13.99	3	0	26/06/2020	A	8/07/2020	
9329224002043	DERMAL THERAPY ANTI ITCH SOOTH LTN	APIQ	31825	9329224002043	SKN	Skincare	19.49	3	0	16/10/2018	A	16/10/2018	
9329224000834	DERMAL THERAPY BLISTOP 32.5ML	APIQ	309737	9329224000834	SKN	Skincare	6.49	0	0	22/04/2020	A	23/04/2020	
9329224000070	DERMAL THERAPY CRYSTAL DEOD120G	APIQ	570575	9329224000070	DEO	Deodorants	7.99	20	0	22/09/2011	A	7/01/2019	
9329224001336	DERMAL THERAPY DIA BALM 75G	APIQ	355445	9329224001336	SKN	Skincare	15.49	5	0	17/04/2012	A	11/01/2019	
9329224002418	DERMAL THERAPY ECZEMA/DERMATITIS CR	APIQ	61503	9329224002418	SKN	Skincare	24.49	5	0	12/01/2021	A	13/01/2021	
9329224002333	DERMAL THERAPY EXFOLIATING FOOT MAS	APIQ	51972	9329224002333	FOC	Foot Care	22.49	2	0	8/11/2019	A	27/11/2019	
9329224002180	DERMAL THERAPY FACE&EYE ECZEMA CREA	APIQ	47021	9329224002180	SKN	Skincare	17.99	7	0	24/06/2020	A	25/06/2020	
9329224001008	DERMAL THERAPY FUNGISTOP	APIQ	323942	9329224001008	OTC	Over the Counter	29.99	-2	0	6/09/2011	A	9/01/2019	
9329224002395	DERMAL THERAPY FUNGISTOP 3-IN-1 4ML	APIQ	59259	9329224002395	FUN	Anti-Fungal & Warts	44.49	0	0	30/03/2021	A	31/03/2021	
9329224001367	DERMAL THERAPY GNT HYD WS	APIQ	360392	9329224001367	SKN	Skincare	10.99	0	0	12/07/2012	A	12/07/2012	
9329224000667	DERMAL THERAPY H/BALM 100G	APIQ	305898	9329224000667	FOC	Foot Care	13.99	5	3	6/09/2011	A	4/09/2015	
9329224001312	DERMAL THERAPY H/BALM 50G	APIQ	278475	9329224001312	FOC	Foot Care	9.99	6	3	19/12/2011	A	21/10/2020	
9329224000551	DERMAL THERAPY HAND BALM 50G	APIQ	360376	9329224000551	SKN	Skincare	7.49	11	0	17/04/2012	A	9/05/2017	
9329224001930	DERMAL THERAPY HEEL BALM PLATINUM 2	APIQ	52574	9329224001930	FOC	Foot Care	6.49	5	0	8/11/2019	A	27/11/2019	
9329224001015	DERMAL THERAPY HEEL MAGIC 70G	APIQ	323977	9329224001015	FOC	Foot Care	13.99	5	0	21/09/2011	A	21/09/2011	
9329224000773	DERMAL THERAPY LIP BALM 10G	APIQ	307831	9329224000773	SKN	Skincare	4.99	6	0	19/07/2013	A	21/12/2018	
9329224002463	DERMAL THERAPY LIP BALM BERRY 10G	APIQ	59972	9329224002463	SKN	Skincare	7.99	3	0	15/07/2021	A	21/07/2021	
9329224002470	DERMAL THERAPY LIP BALM MINT 10G	APIQ	59971	9329224002470	SKN	Skincare	7.99	3	0	15/07/2021	A	21/07/2021	
9329224001466	DERMAL THERAPY LIP BALM SPF50 PLUS	APIQ	12721	9329224001466	SUN	Sun Care	5.99	4	0	7/12/2016	A	8/12/2016	
9329224002524	DERMAL THERAPY LIP BALM SPF50+ 10G	APIQ	62770	9329224002524	SKN	Skincare	9.49	4	0	22/02/2021	A	22/02/2021	
9329224002159	DERMAL THERAPY LIP BALM TUB 10G	APIQ	44342	9329224002159	SKN	Skincare	5.99	3	0	26/06/2020	A	29/06/2020	
9329224002050	DERMAL THERAPY ODOUR POWDER SPRAY 2	APIQ	44079	9329224002050	SKN	Skincare	11.99	3	0	23/08/2019	A	27/08/2019	
9329224002555	DERMAL THERAPY PAW PAW LIP BALM 10G	APIQ	64020	9329224002555	SKN	Skincare	6.99	4	0	30/03/2021	A	8/04/2021	
9329224001732	DERMAL THERAPY PLATINUM 75G	APIQ	207179	9329224001732	SKN	Skincare	14.99	11	0	4/09/2013	A		
9329224002029	DERMAL THERAPY PLATINUM HEEL BALM 1	APIQ	29537	9329224002029	FOC	Foot Care	18.99	3	0	23/08/2019	A	27/08/2019	
9329224002340	DERMAL THERAPY SCALP RELIEF SERUM 6	APIQ	55242	9329224002340	SKN	Skincare	16.99	5	0	26/06/2020	A	8/07/2020	
9329224002357	DERMAL THERAPY SCALP RELIEF SP&CD 2	APIQ	55243	9329224002357	SKN	Skincare	16.99	7	0	26/06/2020	A	8/07/2020	
9329224001343	DERMAL THERAPY V/DRY CRM 125G	APIQ	360406	9329224001343	SKN	Skincare	10.99	3	0	12/07/2012	A	31/03/2016	
9329224002036	DERMAL THERAPY VERY DRY SKN CRM TUB	APIQ	31703	9329224002036	SKN	Skincare	19.49	5	0	7/02/2019	A	7/02/2019	
9329224002388	DERMAL THERAPY VERY ROUGH HANDS 100	APIQ	59330	9329224002388	SKN	Skincare	9.99	6	0	21/08/2020	A	25/08/2020	
9329224001596	DERMAL THERAPY WARTSTOP 75ML	APIQ	399191	9329224001596	FUN	Anti-Fungal & Warts	27.99	3	0	4/09/2013	A	4/09/2013	
9329224001831	DERMAL VERY DRY SKIN LOT 500ML	APIQ	1478	9329224001831	SKN	Skincare	14.99	5	0	29/06/2015	A	29/06/2015	
9351369000059	DERMASCAR PLATINUM C & E	APIQ	23931	9351369000059	SKN	Skincare	39.99	1	0	27/03/2019	A	10/04/2019	
9339212001330	DERMASCR SILCN SCR RED GEL 15G	APIQ	378836	9351369000066	SKN	Skincare	14.99	2	0	12/10/2016	A	5/04/2019	
9330130003321	DERMAVEEN BABY MOIST/CRM 200ML	APIQ	303097	9330130003321	BAB	Baby Care	16.99	3	0	15/04/2010	A	16/10/2017	
9314057009307	DERMAVEEN D/N FAC EXFOL*disc*	APIQ	456586	9314057009307	OBS	Obsolete	12.99	11	0	16/04/2014	C	16/04/2014	
9314057009314	DERMAVEEN D/N FACIAL FOAM CLN 150ML	APIQ	456519	9314057009314	CLE	Cleansers & Toners	12.99	3	0	16/04/2014	A	16/04/2014	
9314057009321	DERMAVEEN DN RICH F/MOIST 75ML	APIQ	472581	9314057009321	SKN	Skincare	14.99	12	0	16/04/2014	A	16/04/2014	
9316899000719	DERMAVEEN ECZEMA LOTION 250ML	APIQ	274240	9330130004533	SKN	Skincare	15.49	7	0	6/06/2008	A	7/06/2018	
9316899000771	DERMAVEEN ECZEMA OINT 200G	APIQ	307432	9316899000771	SKN	Skincare	12.99	7	0	25/09/2014	A	21/06/2019	
9314057016404	DERMAVEEN EH MOISTURISING CREAM 1KG	APIQ	63414	9314057016404	SKN	Skincare	52.99	8	0	9/03/2021	A	9/03/2021	
9314057012345	DERMAVEEN FOAMING FACIAL CLEANSER 1	APIQ	44743	9314057012345	CLE	Cleansers & Toners	14.99	3	0	11/03/2021	A	11/03/2021	
9330130004687	DERMAVEEN MIOST/LOTION 500ML	APIQ	310832	9330130004687	SKN	Skincare	19.99	6	0	28/05/2011	A	18/07/2016	
9330130010152	DERMAVEEN MOIST LOTION 1L	APIQ	310840	9330130010152	SKN	Skincare	25.49	19	0	29/11/2011	A	21/06/2019	
9314057012215	Dermaveen Oatmeal Cond 250ML	SIGMA	313510	9314057012215	HAI	Hair Care	11.99	11	0	5/06/2019	A	21/06/2019	
9316899000542	DERMAVEEN OATMEAL COND 500ML	APIQ	307483	9316899000542	HAI	Hair Care	21.99	1	0	21/03/2006	A	30/04/2018	
9314057012239	DERMAVEEN OATMEAL CONDITIONER 1LTR	APIQ	43527	9314057012239	HAI	Hair Care	25.49	4	0	21/06/2019	A	21/06/2019	
9314057012222	DERMAVEEN OATMEAL CONDITIONER 500ML	APIQ	43528	9314057012222	HAI	Hair Care	22.99	10	0	4/09/2019	A	20/07/2020	
9314057012208	DERMAVEEN OATMEAL SHAMPOO 1LTR	APIQ	43530	9314057012208	HAI	Hair Care	25.49	5	0	21/06/2019	A	21/06/2019	
9314057012185	DERMAVEEN OATMEAL SHAMPOO 250ML	APIQ	43532	9314057012185	SKN	Skincare	11.99	14	0	5/06/2019	A	21/06/2019	
9314057012192	DERMAVEEN OATMEAL SHAMPOO 500ML	APIQ	43531	9314057012192	HAI	Hair Care	22.99	6	0	4/09/2019	A	5/09/2019	
9314057007310	DERMAVEEN OATML COND 1L	APIQ	389501	9314057007310	HAI	Hair Care	22.49	6	0	29/04/2013	A	29/04/2013	
9314057007327	DERMAVEEN OATML SHMP 1L	APIQ	389498	9314057007327	HAI	Hair Care	24.99	3	0	29/04/2013	A	29/04/2013	
9330130012095	DERMAVEEN S/F WASH X/GENT 1LT	APIQ	388823	9330130012095	HBW	Hand & Body Wash	27.99	14	0	29/04/2013	A	21/06/2019	
9330130012125	DERMAVEEN S/F WASH X/GENT 250ML	APIQ	388815	9330130012125	HBW	Hand & Body Wash	12.99	24	0	29/04/2013	A	18/07/2016	
9314057016398	DERMAVEEN SENSITIVE ECZEMA CREAM 50	APIQ	63413	9314057016398	SKN	Skincare	26.99	6	0	10/03/2021	A	11/03/2021	
9330130004205	DERMAVEEN SH&BATH  OIL 500ML	APIQ	307521	9330130004205	SKN	Skincare	21.99	3	0	31/05/2011	A	14/12/2015	
9331134929693	DERMEZE MOIST CRM BOTTLE 500G	APIQ	33104	9331134929693	SKN	Skincare	20.99	14	0	24/05/2018	A	24/05/2018	
9331134929679	DERMEZE MOIST CRM TUBE 100G	APIQ	33103	9331134929679	SKN	Skincare	9.99	14	0	24/05/2018	A	24/05/2018	
9331134929709	DERMEZE MOIST LOTION BOTTLE 500ML	APIQ	33108	9331134929709	SKN	Skincare	18.99	8	0	24/05/2018	A	24/05/2018	
9331134929716	DERMEZE SOAP FREE WASH 500ML	APIQ	33107	9331134929716	HBW	Hand & Body Wash	19.49	17	0	24/05/2018	A	30/05/2018	
9331134001627	DERMEZE SOAP/F WASH 1L	APIQ	274976	9331134001627	HBW	Hand & Body Wash	23.99	7	0	21/06/2013	A	1/08/2017	
9331134929662	DERMEZE TREAT CREAM 100G	APIQ	33109	9331134929662	SKN	Skincare	7.49	12	0	24/05/2018	A	30/05/2018	
9331134929648	DERMEZE TREAT CREAM JAR 500G	APIQ	33110	9331134929648	SKN	Skincare	21.49	8	0	24/05/2018	A	24/05/2018	
9331134929754	DERMEZE TREAT OINT JAR 500G	APIQ	33106	9331134929754	SKN	Skincare	21.49	19	2	24/05/2018	A	14/01/2021	
9331134929655	DERMEZE TREAT OINT TUBE 100G	APIQ	33105	9331134929655	SKN	Skincare	10.99	21	0	24/05/2018	A	19/08/2021	
9323610011237	DESFAX TAB 100MG BL 28	APIQ	985058	9323610011237	DIS	Dispensary	0	-5	0	19/08/2015	A	19/08/2015	
9323610011220	DESFAX TAB 50MG BL 28	APIQ	985023	9323610011220	DIS	Dispensary	0	0	0	19/08/2015	A	19/08/2015	
9310059002414	DESITIN NAPPY OINTMENT 100G	APIQ	873616	9310059002414	BAB	Baby Care	13.99	9	0	6/09/2013	A		
4057599004830	DESONEX 5MG 10 TABLETS	APIQ	66810	4057599004830	ANH	Antihistamine/Allergy/Hayfever	12.99	6	0	30/07/2021	A	30/07/2021	
4057599004847	DESONEX 5MG 20 TABLETS	APIQ	66811	4057599004847	OTC	Over the Counter	22.99	10	0	2/08/2021	A	3/08/2021	
4057599004854	DESONEX 5MG 40 TABLETS	APIQ	66812	4057599004854	ANH	Antihistamine/Allergy/Hayfever	38.49	6	0	24/06/2021	A	30/07/2021	
9318637210862	DESOWEN LOTION 0.05% BTTL	APIQ	767360	9318637210862	DIS	Dispensary	0	1	0			7/09/2016	
9350299004045	DESVEN XR 100MG TAB 28	1APIQ	22418	9350299004045	DIS	Dispensary	0	-49	0	23/02/2017	A	11/08/2017	
9350299004038	DESVEN XR 50MG TAB 28	1APIQ	22417	9350299004038	DIS	Dispensary	0	129	0	23/02/2017	A	15/02/2018	
9334926003212	DESVENLAFAXINE GH XR 100MG 28	APIQ	985031	9334926003212	DIS	Dispensary	0	18	0	22/05/2015	A	30/08/2018	
9334926003205	DESVENLAFAXINE GH XR 50MG 28	APIQ	985074	9334926003205	DIS	Dispensary	0	7	0	22/05/2015	A	30/08/2018	
9300701421847	DETTOL 2 IN 1 ANITBAC WIPES 15X3 PK	APIQ	24178	9300701421847	SPE	SPECIALS	7.99	2	0	25/03/2020	A	30/03/2020	
9300701422479	Dettol 2 in 1 Antibac Wipes 15pk	APIQ	24179	9300701422479	OTC	Over the Counter	3.49	19	0	4/09/2017	A	8/04/2019	
9300701483500	DETTOL 2IN1 HAND&SURF ANTIBAC WIPES	APIQ	40427	9300701483500	OTC	Over the Counter	9.99	0	0	24/01/2020	A	30/01/2020	
9300631448754	DETTOL CITRUS BAR SOAP 100G 3PK	APIQ	61427	9300631448754	HB	Health & Beauty	5.49	0	0	6/01/2021	A	6/01/2021	
93563567	DETTOL CUCUMBER&MELON HAND SANITISE	APIQ	66459	93563567	OTC	Over the Counter	5.99	3	0	10/08/2021	A	26/08/2021	
9300701411930	DETTOL DISNIFECTANT WIPES FRESH 120	APIQ	61314	9300701411930	OTC	Over the Counter	12.49	0	0	9/02/2021	A	10/02/2021	
93631112	DETTOL H/SNTZER 50ML MOIST	APIQ	338222	93631112	HBW	Hand & Body Wash	3.99	0	0	25/07/2011	A	8/10/2015	
9300631464303	DETTOL HAND SANITISER ORIGINAL 500M	APIQ	60886	9300631464303	WC	Bandaids/Dressing/ Woundcare	18.49	2	0	17/09/2020	A	21/09/2020	
9300631893615	DETTOL HAND SANITISER REFRESH 500ML	APIQ	60885	9300631893615	FA	First Aid	18.49	9	0	17/09/2020	A	21/09/2020	
93563574	DETTOL HAND SANITISER YELLOW CLIP 5	APIQ	66259	93563574	OTC	Over the Counter	4.99	2	0	24/06/2021	A	25/06/2021	
9300631847304	DETTOL HAND WASH ROSE 250ML	SIGMA	316513	9300631847304	SPE	SPECIALS	3.99399	0	0	14/05/2020	A	14/05/2020	
9300701420888	DETTOL HAND WIPES 10S	APIQ	581143	9300701420888	OTC	Over the Counter	3.99	0	0	19/06/2014	A	19/06/2014	
9300701658403	DETTOL LHW SENS PUMP 250M	APIQ	200212	9300701658403	SPE	SPECIALS	3.99	0	0	9/08/2013	A	27/11/2015	
9300701411947	DETTOL MULTIPURP WIPES CRISP APPLE	APIQ	61313	9300701411947	OTC	Over the Counter	12.49	0	0	9/02/2021	A	10/02/2021	
9300631915690	DETTOL PA BAR SOAP CITRUS 3X120G	APIQ	52982	9300631915690	HB	Health & Beauty	5.49	0	0	2/03/2020	A	13/03/2020	
9300631853138	DETTOL PA SHOWER GEL CITRUS 950ML	APIQ	52981	9300631853138	HBW	Hand & Body Wash	10.99	3	0	15/04/2021	A	20/04/2021	
9300631845263	DETTOL PA SHOWER GEL ROSE 950ML	APIQ	52580	9300631845263	HB	Health & Beauty	11.49	3	0	6/03/2020	A	11/03/2020	
9300701373979	DETTOL PROFRSH CITRUS SP 950ML	APIQ	582484	9300701373979	HBW	Hand & Body Wash	10.99	3	0	15/04/2021	A	20/04/2021	
9300701374006	DETTOL PROFRSH HONEY GLOW950ML	APIQ	582492	9300701374006	OTC	Over the Counter	12.49	0	0	4/07/2019	A	4/07/2019	
9300701857479	DETTOL T/O/F R/C BLOOM 250ML	APIQ	362263	9300701857479	HBW	Hand & Body Wash	2.99	3	0	17/07/2020	A	20/07/2020	
9313109208552	DEXAMETHASONE 4MG/1ML X5	APIQ	565733	9313109208552	DIS	Dispensary	0	-3	0				
9331134000415	DEXAMETHASONE MYLAN 4MG/1ML X 5	APIQ	355879	9331134000415	DIS	Dispensary	0.49	5	0	24/11/2016	A	24/11/2016	
9316626600625	DEXAMPHETAMINE TB 5MG 100	APIQ	685003	9316626609604	DIS	Dispensary	0	25.8	10			15/02/2021	
386270000422	DEXCOM G5 MOBILE TRANSMITTER	APIQ	23279	386270000422	DIS	Dispensary	0	18	0	27/07/2017	A	31/07/2017	
386270000224	DEXCOM G5/G4 PLATINUM SENSORS 4 PK	APIQ	23277	386270000224	DIS	Dispensary	0	33	0	11/07/2017	A	11/07/2017	
9999064054	DEXCOM G6 SENSOR KIT - 3 PK	APIQ	64054	9999064054	DA	Blood Glucose Monitors	726.49	1	0	19/04/2021	A	19/04/2021	
9999064053	DEXCOM G6 TRANSMITTER KIT	APIQ	64053	9999064053	DA	Blood Glucose Monitors	880.49	1	0	19/04/2021	A	19/04/2021	
9313501062028	DEXEM ECZEMA CRM 60G	APIQ	386545	9313501062028	SKN	Skincare	28.49	0	0	6/03/2013	A	6/03/2013	
9342885000111	DEXEM ECZEMA SCALP LOT 100ML	APIQ	386553	9342885000111	SKN	Skincare	30.99	0	0	6/03/2013	A	3/02/2016	
6357	DEXMETHSONE TAB 0.5MG 30	APIQ	453730	6357	DIS	Dispensary	0	10.67	3				
93801201	DEXMETHSONE TAB 4MG 30	APIQ	774081	93801201	DIS	Dispensary	0	-0.68	16				
500433	DIABETES RECORD BOOK	APIQ	827797	6200022	DA	Blood Glucose Monitors	4.49	49	0	27/05/2008	A	4/03/2021	
9323610003959	DIABEX 1000 TAB 1G 90 BP	APIQ	541648	9323610003959	DIS	Dispensary	14.49	3	1			22/06/2020	
9323610001689	DIABEX TAB 500MG 100	APIQ	454052	9323610001689	DIS	Dispensary	10.49	0	4			28/06/2018	
9323610000033	DIABEX TAB 850MG 60	APIQ	782947	9323610000033	DIS	Dispensary	0	1	2				
9323610007247	DIABEX XR 1000MG X60BP	APIQ	321494	9323610007247	DIS	Dispensary	14.99	26	8	17/08/2010	A	21/06/2018	
9323610005953	DIABEX XR 500MG 120 BLST	APIQ	297542	9323610005953	DIS	Dispensary	14.99	54	20	2/07/2009	A	3/09/2018	
9322141500043	DIACOL 1500MG TAB 32 S3	APIQ	284424	9322141500043	STO	Stomach & Anti Diarrohea	49.99	1	0	25/11/2013	A	10/10/2016	
9323610003966	DIAFORMIN 1000MG X 90 BP	APIQ	628891	9323610003966	DIS	Dispensary	0	14	12	18/07/2005	A	8/09/2020	
9323610000705	DIAFORMIN TAB 500MG 100	APIQ	551716	9323610000705	DIS	Dispensary	5.49	16	11			25/08/2021	
9323610000026	DIAFORMIN TAB 850MG 60	APIQ	829498	9323610000026	DIS	Dispensary	5.49	0	0				
9323610010117	DIAFORMIN XR 1000MG BL 60	APIQ	912425	9323610010117	DIS	Dispensary	7.49	-20	16	10/11/2014	A	14/06/2018	
9323610006608	DIAFORMIN XR 500MG TABS 120	APIQ	303054	9323610006608	DIS	Dispensary	8.99	-3	2	8/10/2009	A	8/10/2009	
5391189270014	DIAMICRON MR 60MG TAB 60	APIQ	312355	5391189270014	DSP	Ethical Deals	0	3	92	1/04/2010	A	27/04/2017	
9315850010019	DIAMOX TAB 250MG 100	APIQ	660957	9315850010019	DIS	Dispensary	0	9	1			25/06/2018	
83826	DIANE -35 ED 1X28	APIQ	585181	83826	DIS	Dispensary	0	2	0				
31359	DIANE -35 ED 3X28	APIQ	585076	31359	DIS	Dispensary	0	3	0			19/03/2018	
9327408001318	DIAPRIDE 1MG X30 TABLETS	APIQ	348988	9327408001318	DIS	Dispensary	0	13	0	23/05/2013	A	7/06/2018	
9327408001332	DIAPRIDE 3MG X30 TABLETS	APIQ	349003	9327408001332	DIS	Dispensary	0	-1	0	8/05/2013	A	25/06/2018	
9327408001349	DIAPRIDE 4MG X30 TABLETS*disc	APIQ	349011	9327408001349	OBS	Obsolete	0	0	0	17/05/2013	C	21/06/2018	
9421033250483	DIARELIEVE 3.2G 10 SACHETS	APIQ	50190	9421033250483	STO	Stomach & Anti Diarrohea	21.99	11	0	21/07/2020	A	24/07/2020	
9313501063063	DIAREZE TAB 20	APIQ	230324	9313501063063	STO	Stomach & Anti Diarrohea	8.49	2	0	12/03/2007	A	12/08/2016	
9316626609109	DIASP SR 200/25MG CAP 60 BP	1APIQ	269	9316626609109	DIS	Dispensary		1	1	26/05/2015	A	27/09/2018	
5016003280405	DIASTIX STRIPS 50	APIQ	522260	5016003280405	DA	Blood Glucose Monitors	8.49	2	0	10/09/2018	A	10/09/2018	
9319912007917	DIAZEPAM ELIXIR 10MG/10ML	APIQ	541540	9319912007917	DIS	Dispensary	57.15	0	0	21/08/2012	A	21/08/2012	
9313109226150	DIAZEPAM INJ 10MG 5X2ML	APIQ	778761	9313109226150	DIS	Dispensary	0	-3	0				
9323610006912	DICARZ 25MG X 60 BLST PK	APIQ	313742	9323610006912	DIS	Dispensary	0	0	0	25/05/2010	A	25/05/2010	
9323610013217	DICLOXACILLIN MYLAN CAP 500MG 24 BT	APIQ	36611	9323610013217	DIS	Dispensary	0	16.17	0	4/06/2019	A	17/06/2019	
9318637043729	DIFFERIN CREAM 50G	APIQ	14859	9318637043729	DIS	Dispensary	109.99	0	0	17/07/2018	A	17/07/2018	
9318637043736	DIFFERIN GEL 50G	APIQ	14857	9318637043736	DIS	Dispensary	0	0	0	1/07/2016	A	1/07/2016	
9314057012864	DIFFLAM FIRST SGN DEFENCE PBIOTIC 1	APIQ	43629	9314057012864	CC	Cold & Flu	14.99	1	0	5/04/2019	A	10/04/2019	
9314057012840	DIFFLAM FIRST SGN DEFENCE PBIOTIC 3	APIQ	43628	9314057012840	CC	Cold & Flu	30.99	0	0	5/04/2019	A	10/04/2019	
9314057006443	DIFFLAM GEL EX/STR 5% 75G	APIQ	317454	9314057006443	RUB	Medicated Rubs	24.99	4	0	13/09/2010	A	21/04/2017	
9314057009079	DIFFLAM LOZ AAA BLKCURNT SF 16	APIQ	472557	9314057009079	CC	Cold & Flu	12.99	24	6	1/03/2014	A	1/04/2020	
9314057009062	DIFFLAM LOZ AAA HON/LEM SF 16	APIQ	472468	9314057009062	CC	Cold & Flu	12.99	31	0	1/03/2014	A	1/04/2020	
9314057005477	DIFFLAM LOZ AAA S/F BERRY 16	APIQ	243434	9314057005477	CC	Cold & Flu	12.99	31	0	3/04/2008	A	1/04/2020	
9314057005460	DIFFLAM LOZ AAA S/F MEN&EUC 16	APIQ	243426	9314057005460	CC	Cold & Flu	12.99	27	0	6/08/2007	A	8/04/2019	
9314057002209	DIFFLAM LOZ EUC/MENTHOL*disc*	APIQ	810177	9314057002209	OBS	Obsolete	10.99	2	0		C	4/07/2017	
9314057002032	DIFFLAM LOZ RASPBERRY S/F 16	APIQ	766100	9314057002032	CC	Cold & Flu	10.99	57	0			12/12/2018	
9314057011386	DIFFLAM LOZ STRAWBERRY S/F 16	APIQ	20477	9314057011386	CC	Cold & Flu	10.99	17	0	20/03/2017	A	5/02/2019	
9314057014110	DIFFLAM PLUS ANAESTHETC PINE/LIME L	APIQ	56565	9314057014110	CC	Cold & Flu	11.49	43	0	11/03/2020	A	19/03/2020	
9314057016510	DIFFLAM PLUS ANAESTHETIC H/LEM LOZ	APIQ	63582	9314057016510	CC	Cold & Flu	19.99	9	0	10/03/2021	A	11/03/2021	
9314057012093	DIFFLAM PLUS ANAESTHETIC SPRAY 30ML	APIQ	56564	9314057012093	CC	Cold & Flu	15.99	11	0	24/07/2020	A	24/11/2020	
9314057012703	DIFFLAM PLUS COUGH H/L&GINGER 24 LO	APIQ	42714	9314057012703	CC	Cold & Flu	10.49	6	0	23/03/2021	A	26/03/2021	
9314057012598	DIFFLAM PLUS COUGH PINEAPPLE/LIME 2	APIQ	42771	9314057012598	CC	Cold & Flu	12.99	41	0	11/03/2020	A	23/03/2020	
9314057014103	DIFFLAM RTU IODINE GARGLE 200ML	APIQ	56557	9314057014103	CC	Cold & Flu	12.49	24	0	11/03/2020	A	19/03/2020	
9347443000299	Digital Tens + Ems With Sft Bag	1APIQ	9.34744E+12	9347443000299	FA	First Aid	130.99	0	0	6/08/2020	A		
9319099301143	DIHYDERGOT AMP 5X1ML	APIQ	455210	9319099301143	DIS	Dispensary	0	0	0	11/09/2007	A	11/09/2007	
9313212108213	DILANTIN 30MG CAP 1X 200 BT	APIQ	55936	9313212108213	DIS	Dispensary	0	6	0	6/03/2020	A	11/03/2020	
9313212108220	DILANTIN CAP 100 MG X200	APIQ	55937	9313212108220	DIS	Dispensary	0	44	0	6/03/2020	A	11/03/2020	
93288125	DILANTIN CAP 100MG 200	APIQ	55937	93288125	DIS	Dispensary	35.99	-27	0			24/11/2016	
93288132	DILANTIN CAP 30MG 200	APIQ	55936	93288132	DIS	Dispensary	0	0	0				
9313212107797	DILANTIN INFATAB 50MG 1X200 BT	APIQ	55938	9313212107797	DIS	Dispensary	0	6	0	17/04/2020	A	20/04/2020	
93288149	DILANTIN INFATAB 50MG 200	APIQ	55938	93288149	DIS	Dispensary	0	0	0				
93288156	DILANTIN PAED 30MG 500ML	1APIQ	56012	93288156	DIS	Dispensary	0	2	0				
9323610011091	DILART 160MG TAB BL 28	APIQ	60	9323610011091	DIS	Dispensary	0	0	0	21/08/2015	A	21/08/2015	
9323610011107	DILART 320MG TAB BL 28	APIQ	30	9323610011107	DIS	Dispensary	24.99	0	0	10/10/2017	A	5/12/2018	
9323610011077	DILART 40MG TAB 28 BL AU	APIQ	22	9323610011077	OTC	Over the Counter	0	7	0	29/02/2016	A	1/03/2016	
9323610011084	DILART 80MG TAB BL28	APIQ	34	9323610011084	DIS	Dispensary	16.99	3	0	17/06/2015	A	21/12/2018	
9323610011121	DILART HCT 160/12.5MG TAB 28 BL	APIQ	20	9323610011121	DIS	Dispensary	22.49	1	0	10/04/2017	A	21/12/2018	
9323610011145	DILART HCT 160/25MG TAB BL 28	APIQ	17	9323610011145	DIS	Dispensary	24.99	2	0	31/07/2017	A	21/12/2018	
9323610011138	DILART HCT 320/12.5MG TAB BL 28	APIQ	59	9323610011138	DIS	Dispensary	0	0	0	23/09/2020	A	23/09/2020	
9323610011152	DILART HCT 320/25MG TAB BL 28	APIQ	57	9323610011152	DIS	Dispensary	0	0	0	30/01/2018	A	30/01/2018	
9323610011114	DILART HCT 80/12.5MG TAB BL 28	APIQ	21	9323610011114	DIS	Dispensary	0	2	0	15/01/2016	A	18/01/2016	
9317344001534	DILATREND TABS 12.5 MG 60	APIQ	608777	9317344001534	DIS	Dispensary	0	3	3			4/08/2017	
9317344001558	DILATREND TABS 25MG 60	APIQ	608807	9317344001558	DIS	Dispensary	0	39	37			9/01/2019	
9317344001510	DILATREND TABS 6.25MG 60	APIQ	608769	9317344001510	DIS	Dispensary	23.99	2	1				
9326307001689	DILAUDID 1MG/ML ORAL LIQUID 200ML B	APIQ	41371	9326307001689	DIS	Dispensary	0	2	0	5/05/2020	A	6/05/2020	
9326307001566	DILAUDID AMP 2MG/ML 5	APIQ	733881	9326307001566	DIS	Dispensary	0	1	0	5/05/2020	A	6/05/2020	
